院校名称,专业组,首选科目,再选要求,投档最低分,最低位次,批次,城市,院校层次,代表专业
北京交通大学(威海校区),501组,物理,不限,573,20531,本科批,威海,985/211/双一流,
北京交通大学(威海校区),502组,物理,不限,577,18419,本科批,威海,985/211/双一流,
郑州大学,501组,物理,不限,574,19519,本科批,郑州,985/211/双一流,
郑州大学,502组,物理,不限,577,18104,本科批,郑州,985/211/双一流,
河南大学,501组,物理,不限,566,24124,本科批,开封,211/双一流,
河南大学,502组,物理,不限,548,35906,本科批,开封,211/双一流,
河南大学,503组,物理,不限,567,23609,本科批,开封,211/双一流,
河南大学,504组,物理,不限,570,21840,本科批,开封,211/双一流,
河南大学,505组,物理,不限,564,25251,本科批,开封,211/双一流,
河南大学,506组,物理,不限,570,21949,本科批,开封,211/双一流,
河南大学,507组,物理,不限,572,20970,本科批,开封,211/双一流,
华中农业大学,501组,物理,不限,565,24648,本科批,武汉,985/211/双一流,
华中农业大学,503组,物理,不限,553,32981,本科批,武汉,985/211/双一流,
华中农业大学,504组,物理,不限,579,17187,本科批,武汉,985/211/双一流,
华中农业大学,505组,物理,不限,532,49202,本科批,武汉,985/211/双一流,
华中农业大学,506组,物理,不限,583,15648,本科批,武汉,985/211/双一流,
华中农业大学,561组(国家专项),物理,不限,568,22892,本科批,武汉,985/211/双一流,
华中农业大学,562组(国家专项),物理,不限,553,32780,本科批,武汉,985/211/双一流,
武汉大学,501组,物理,不限,628,2519,本科批,武汉,985/211/双一流,
武汉大学,502组,物理,不限,640,1254,本科批,武汉,985/211/双一流,
武汉大学,503组,物理,不限,631,2148,本科批,武汉,985/211/双一流,
武汉大学,504组,物理,不限,628,2557,本科批,武汉,985/211/双一流,
武汉大学,505组,物理,不限,630,2188,本科批,武汉,985/211/双一流,
武汉大学,561组(国家专项),物理,不限,618,4158,本科批,武汉,985/211/双一流,
武汉大学,562组(国家专项),物理,不限,618,4105,本科批,武汉,985/211/双一流,
中南财经政法大学,502组,物理,不限,541,41664,本科批,武汉,211/双一流,
中南财经政法大学,503组,物理,不限,583,15538,本科批,武汉,211/双一流,
中南财经政法大学,504组,物理,不限,599,9258,本科批,武汉,211/双一流,
中南财经政法大学,505组,物理,不限,575,19240,本科批,武汉,211/双一流,
中南财经政法大学,561组(国家专项),物理,不限,565,24532,本科批,武汉,211/双一流,
华中科技大学,501组,物理,不限,633,1928,本科批,武汉,985/211/双一流,
华中科技大学,502组,物理,不限,627,2692,本科批,武汉,985/211/双一流,
华中科技大学,561组(国家专项),物理,不限,612,5526,本科批,武汉,985/211/双一流,
武汉理工大学,502组,物理,不限,583,15345,本科批,武汉,211/双一流,
武汉理工大学,503组,物理,不限,616,4535,本科批,武汉,211/双一流,
武汉理工大学,504组,物理,不限,619,3966,本科批,武汉,211/双一流,
武汉理工大学,505组,物理,不限,615,4821,本科批,武汉,211/双一流,
武汉理工大学,506组,物理,不限,595,10511,本科批,武汉,211/双一流,
武汉理工大学,507组,物理,不限,598,9568,本科批,武汉,211/双一流,
武汉理工大学,561组(国家专项),物理,不限,580,16841,本科批,武汉,211/双一流,
武汉理工大学,562组(国家专项),物理,不限,587,13828,本科批,武汉,211/双一流,
中国地质大学(武汉),501组,物理,不限,572,20664,本科批,武汉,211/双一流,
中国地质大学(武汉),502组,物理,不限,593,11312,本科批,武汉,211/双一流,
中国地质大学(武汉),503组,物理,不限,586,14310,本科批,武汉,211/双一流,
中国地质大学(武汉),504组,物理,不限,567,23821,本科批,武汉,211/双一流,
中国地质大学(武汉),505组,物理,不限,579,17352,本科批,武汉,211/双一流,
中国地质大学(武汉),506组,物理,不限,584,15169,本科批,武汉,211/双一流,
中国地质大学(武汉),561组(国家专项),物理,不限,588,13232,本科批,武汉,211/双一流,
武汉科技大学,501组,物理,不限,557,29711,本科批,武汉,211/双一流,
武汉科技大学,502组,物理,不限,575,19248,本科批,武汉,211/双一流,
湖南大学,501组,物理,不限,609,6260,本科批,长沙,985/211/双一流,
湖南大学,502组,物理,不限,617,4494,本科批,长沙,985/211/双一流,
湖南大学,561组(国家专项),物理,不限,576,18950,本科批,长沙,985/211/双一流,
中南大学,501组,物理,不限,606,7016,本科批,长沙,985/211/双一流,
中南大学,502组,物理,不限,591,11962,本科批,长沙,985/211/双一流,
中南大学,503组,物理,不限,624,3157,本科批,长沙,985/211/双一流,
中南大学,504组,物理,不限,647,763,本科批,长沙,985/211/双一流,
中南大学,561组(国家专项),物理,不限,589,12763,本科批,长沙,985/211/双一流,
中南大学,562组(国家专项),物理,不限,592,11734,本科批,长沙,985/211/双一流,
湘潭大学,501组,物理,不限,564,25609,本科批,湘潭,211/双一流,
湘潭大学,502组,物理,不限,569,22735,本科批,湘潭,211/双一流,
中山大学,501组,物理,不限,620,3802,本科批,广州,985/211/双一流,
中山大学,502组,物理,不限,626,2755,本科批,广州,985/211/双一流,
中山大学,503组,物理,不限,628,2551,本科批,广州,985/211/双一流,
中山大学,561组(国家专项),物理,不限,609,6251,本科批,广州,985/211/双一流,
华南理工大学,501组,物理,不限,620,3789,本科批,广州,985/211/双一流,
华南理工大学,502组,物理,不限,633,1902,本科批,广州,985/211/双一流,
华南理工大学,503组,物理,不限,617,4392,本科批,广州,985/211/双一流,
华南理工大学,504组,物理,不限,612,5552,本科批,广州,985/211/双一流,
华南理工大学,505组,物理,不限,609,6306,本科批,广州,985/211/双一流,
华南理工大学,561组(国家专项),物理,不限,596,10141,本科批,广州,985/211/双一流,
华南理工大学,562组(国家专项),物理,不限,599,9162,本科批,广州,985/211/双一流,
华南农业大学,501组,物理,不限,568,22823,本科批,广州,211/双一流,
华南农业大学,502组,物理,不限,557,30180,本科批,广州,211/双一流,
暨南大学,501组,物理,不限,595,10605,本科批,广州,985/211/双一流,
暨南大学,502组,物理,不限,574,20014,本科批,广州,985/211/双一流,
暨南大学,503组,物理,不限,595,10583,本科批,广州,985/211/双一流,
暨南大学,504组,物理,不限,595,10426,本科批,广州,985/211/双一流,
暨南大学,505组,物理,不限,609,6184,本科批,广州,985/211/双一流,
暨南大学,506组,物理,不限,581,16376,本科批,广州,985/211/双一流,
暨南大学,561组(国家专项),物理,不限,590,12329,本科批,广州,985/211/双一流,
暨南大学,562组(国家专项),物理,不限,597,9710,本科批,广州,985/211/双一流,
广州中医药大学,501组,物理,含化学,572,20988,本科批,广州,双一流,
广州中医药大学,502组,物理,含化学,559,28568,本科批,广州,双一流,
广州中医药大学,503组,物理,含化学,546,37942,本科批,广州,双一流,
汕头大学,501组,物理,不限,562,26696,本科批,汕头,双一流,
汕头大学,502组,物理,不限,563,25994,本科批,汕头,双一流,
汕头大学,503组,物理,不限,570,21675,本科批,汕头,双一流,
汕头大学,504组,物理,不限,579,17375,本科批,汕头,双一流,
广东外语外贸大学,501组,物理,不限,551,34332,本科批,广州,211/双一流,
深圳大学,501组,物理,不限,600,8848,本科批,深圳,双一流,
深圳大学,502组,物理,不限,579,17253,本科批,深圳,双一流,
深圳大学,503组,物理,不限,602,8158,本科批,深圳,双一流,
深圳大学,504组,物理,不限,599,9227,本科批,深圳,双一流,
南方医科大学,501组,物理,不限,549,35228,本科批,广州,211/双一流,
哈尔滨工业大学(深圳),501组,物理,不限,646,806,本科批,深圳,985/211/双一流,
哈尔滨工业大学(深圳),502组,物理,不限,626,2870,本科批,深圳,985/211/双一流,
哈尔滨工业大学(深圳),503组,物理,不限,624,3165,本科批,深圳,985/211/双一流,
哈尔滨工业大学(深圳),561组(国家专项),物理,不限,624,3128,本科批,深圳,985/211/双一流,
深圳北理莫斯科大学,503组,物理,不限,550,35090,本科批,深圳,双一流,
深圳北理莫斯科大学,504组,物理,不限,562,26483,本科批,深圳,双一流,
广西大学,501组,物理,不限,557,30110,本科批,南宁,211/双一流,
海南大学,501组,物理,不限,568,23210,本科批,海口,211/双一流,
海南大学,502组,物理,不限,545,38354,本科批,海口,211/双一流,
海南大学,503组,物理,不限,567,23555,本科批,海口,211/双一流,
海南大学,504组,物理,不限,567,23798,本科批,海口,211/双一流,
海南大学,505组,物理,不限,568,23167,本科批,海口,211/双一流,
海南大学,506组,物理,不限,584,15011,本科批,海口,211/双一流,
海南大学,507组,物理,不限,563,26184,本科批,海口,211/双一流,
海南大学,508组,物理,不限,543,40320,本科批,海口,211/双一流,
重庆大学,501组,物理,不限,626,2833,本科批,重庆,985/211/双一流,
重庆大学,502组,物理,不限,612,5613,本科批,重庆,985/211/双一流,
重庆大学,503组,物理,不限,605,7407,本科批,重庆,985/211/双一流,
重庆大学,561组(国家专项),物理,不限,592,11518,本科批,重庆,985/211/双一流,
重庆大学,562组(国家专项),物理,不限,587,13522,本科批,重庆,985/211/双一流,
重庆大学,563组(国家专项),物理,不限,601,8472,本科批,重庆,985/211/双一流,
重庆大学,564组(国家专项),物理,不限,610,5940,本科批,重庆,985/211/双一流,
重庆大学,51组(预科班),物理,不限,538,44245,本科批,重庆,985/211/双一流,
西南政法大学,502组,物理,不限,590,12660,本科批,重庆,双一流,
西南政法大学,503组,物理,不限,580,16942,本科批,重庆,双一流,
西南交通大学,501组,物理,不限,580,16576,本科批,成都,985/211/双一流,
西南交通大学,561组(国家专项),物理,不限,569,22356,本科批,成都,985/211/双一流,
电子科技大学,501组,物理,不限,621,3625,本科批,成都,985/211/双一流,
电子科技大学,561组(国家专项),物理,不限,623,3210,本科批,成都,985/211/双一流,
西南财经大学,501组,物理,不限,589,12891,本科批,成都,211/双一流,
西南财经大学,502组,物理,不限,598,9483,本科批,成都,211/双一流,
西南财经大学,561组(国家专项),物理,不限,574,19889,本科批,成都,211/双一流,
西南财经大学,562组(国家专项),物理,不限,602,8330,本科批,成都,211/双一流,
四川大学,501组,物理,不限,611,5695,本科批,成都,985/211/双一流,
四川大学,502组,物理,不限,627,2637,本科批,成都,985/211/双一流,
四川大学,503组,物理,不限,649,630,本科批,成都,985/211/双一流,
四川大学,504组,物理,不限,643,986,本科批,成都,985/211/双一流,
四川大学,505组,物理,不限,584,15164,本科批,成都,985/211/双一流,
四川大学,561组(国家专项),物理,不限,588,13093,本科批,成都,985/211/双一流,
四川农业大学,501组,物理,不限,565,25027,本科批,雅安,211/双一流,
四川农业大学,502组,物理,不限,565,24960,本科批,雅安,211/双一流,
电子科技大学(沙河校区),501组,物理,不限,628,2493,本科批,北京,985/211/双一流,
电子科技大学(沙河校区),502组,物理,不限,610,6063,本科批,北京,985/211/双一流,
电子科技大学(沙河校区),503组,物理,不限,606,7150,本科批,北京,985/211/双一流,
贵州大学,501组,物理,不限,564,25489,本科批,贵阳,211/双一流,
贵州大学,502组,物理,不限,567,23718,本科批,贵阳,211/双一流,
贵州大学,503组,物理,不限,557,29569,本科批,贵阳,211/双一流,
贵州大学,504组,物理,不限,571,21592,本科批,贵阳,211/双一流,
贵州大学,505组,物理,不限,553,32473,本科批,贵阳,211/双一流,
贵州大学,506组,物理,不限,538,44730,本科批,贵阳,211/双一流,
贵州大学,507组,物理,不限,589,12851,本科批,贵阳,211/双一流,
贵州大学,508组,物理,不限,566,24180,本科批,贵阳,211/双一流,
贵州大学,509组,物理,不限,572,21056,本科批,贵阳,211/双一流,
贵州大学,50组,物理,不限,549,35601,本科批,贵阳,211/双一流,
云南大学,501组,物理,不限,564,25475,本科批,昆明,211/双一流,
云南大学,502组,物理,不限,572,20838,本科批,昆明,211/双一流,
云南大学,503组,物理,不限,557,29898,本科批,昆明,211/双一流,
云南大学,504组,物理,不限,585,14471,本科批,昆明,211/双一流,
云南大学,505组,物理,不限,574,19635,本科批,昆明,211/双一流,
云南大学,506组,物理,不限,566,24479,本科批,昆明,211/双一流,
云南大学,507组,物理,不限,541,42167,本科批,昆明,211/双一流,
西安电子科技大学,501组,物理,不限,608,6578,本科批,西安,985/211/双一流,
西安电子科技大学,502组,物理,不限,618,4286,本科批,西安,985/211/双一流,
西安电子科技大学,561组(国家专项),物理,不限,612,5655,本科批,西安,985/211/双一流,
西北农林科技大学,501组,物理,不限,591,11941,本科批,杨凌,985/211/双一流,
西北农林科技大学,502组,物理,不限,586,14032,本科批,杨凌,985/211/双一流,
西北农林科技大学,503组,物理,不限,585,14480,本科批,杨凌,985/211/双一流,
西北农林科技大学,504组,物理,不限,580,16601,本科批,杨凌,985/211/双一流,
西北农林科技大学,505组,物理,不限,595,10547,本科批,杨凌,985/211/双一流,
西北农林科技大学,506组,物理,不限,592,11762,本科批,杨凌,985/211/双一流,
西北农林科技大学,561组(国家专项),物理,不限,571,21164,本科批,杨凌,985/211/双一流,
西北农林科技大学,562组(国家专项),物理,不限,573,20112,本科批,杨凌,985/211/双一流,
西安交通大学,501组,物理,不限,617,4403,本科批,西安,985/211/双一流,
西安交通大学,502组,物理,不限,636,1550,本科批,西安,985/211/双一流,
西安交通大学,503组,物理,不限,599,9125,本科批,西安,985/211/双一流,
西安交通大学,504组,物理,不限,624,3080,本科批,西安,985/211/双一流,
西安交通大学,561组(国家专项),物理,不限,613,5210,本科批,西安,985/211/双一流,
西安交通大学,562组(国家专项),物理,不限,620,3806,本科批,西安,985/211/双一流,
西安交通大学,563组(国家专项),物理,不限,604,7521,本科批,西安,985/211/双一流,
西北大学,501组,物理,不限,582,16114,本科批,西安,211/双一流,
西北大学,502组,物理,不限,594,10929,本科批,西安,211/双一流,
西北大学,503组,物理,不限,572,20739,本科批,西安,211/双一流,
西安建筑科技大学,501组,物理,不限,538,44432,本科批,西安,211/双一流,
西安建筑科技大学,502组,物理,不限,483,105246,本科批,西安,211/双一流,
陕西科技大学,501组,物理,不限,567,23421,本科批,西安,双一流,
陕西科技大学,502组,物理,不限,570,21769,本科批,西安,双一流,
陕西科技大学,503组,物理,不限,569,22511,本科批,西安,双一流,
陕西科技大学,504组,物理,不限,557,29721,本科批,西安,双一流,
陕西科技大学,505组,物理,不限,477,113470,本科批,西安,双一流,
陕西科技大学,506组,物理,不限,546,37794,本科批,西安,双一流,
西北工业大学,501组,物理,不限,633,1934,本科批,西安,985/211/双一流,
西北工业大学,502组,物理,不限,607,6760,本科批,西安,985/211/双一流,
西北工业大学,503组,物理,不限,611,5824,本科批,西安,985/211/双一流,
西北工业大学,561组(国家专项),物理,不限,609,6223,本科批,西安,985/211/双一流,
长安大学,501组,物理,不限,567,23864,本科批,西安,211/双一流,
长安大学,502组,物理,不限,579,17462,本科批,西安,211/双一流,
长安大学,503组,物理,不限,566,23955,本科批,西安,211/双一流,
长安大学,561组(国家专项),物理,不限,553,32930,本科批,西安,211/双一流,
长安大学,562组(国家专项),物理,不限,566,24068,本科批,西安,211/双一流,
空军军医大学,501组,物理,不限,595,10662,本科批,西安,985/211/双一流,
空军军医大学,502组,物理,不限,581,16473,本科批,西安,985/211/双一流,
陆军军医大学,501组,物理,不限,563,25890,本科批,重庆,985/211/双一流,
陆军军医大学,502组,物理,不限,533,48278,本科批,重庆,985/211/双一流,
兰州大学,501组,物理,不限,584,15158,本科批,兰州,985/211/双一流,
兰州大学,502组,物理,不限,599,9176,本科批,兰州,985/211/双一流,
兰州大学,503组,物理,不限,584,14956,本科批,兰州,985/211/双一流,
兰州大学,561组(国家专项),物理,不限,562,26373,本科批,兰州,985/211/双一流,
兰州大学,562组(国家专项),物理,不限,586,14057,本科批,兰州,985/211/双一流,
兰州大学,563组(国家专项),物理,不限,587,13837,本科批,兰州,985/211/双一流,
青海大学,501组,物理,不限,559,28355,本科批,西宁,211/双一流,
青海大学,503组,物理,不限,554,31834,本科批,西宁,211/双一流,
青海大学,504组,物理,不限,553,32588,本科批,西宁,211/双一流,
宁夏大学,501组,物理,不限,558,29323,本科批,银川,211/双一流,
宁夏大学,502组,物理,不限,555,30962,本科批,银川,211/双一流,
宁夏大学,503组,物理,不限,543,40089,本科批,银川,211/双一流,
宁夏大学,504组,物理,不限,536,46380,本科批,银川,211/双一流,
新疆大学,501组,物理,不限,519,61760,本科批,乌鲁木齐,211/双一流,
新疆大学,502组,物理,不限,515,66123,本科批,乌鲁木齐,211/双一流,
石河子大学,501组,物理,不限,536,45975,本科批,石河子,985/211/双一流,
石河子大学,502组,物理,不限,531,50033,本科批,石河子,985/211/双一流,
石河子大学,503组,物理,不限,559,28264,本科批,石河子,985/211/双一流,
中国石油大学(北京)克拉玛依校区,501组,物理,不限,544,39271,本科批,克拉玛依,985/211/双一流,
中国石油大学(北京)克拉玛依校区,502组,物理,不限,562,26341,本科批,克拉玛依,985/211/双一流,
中国石油大学(北京)克拉玛依校区,561组(国家专项),物理,不限,569,22429,本科批,克拉玛依,985/211/双一流,
西藏大学,501组,物理,不限,553,32939,本科批,拉萨,双一流,
西藏大学,502组,物理,不限,535,46487,本科批,拉萨,双一流,
西藏大学,503组,物理,不限,521,60566,本科批,拉萨,双一流,
西藏大学,504组,物理,不限,557,30060,本科批,拉萨,双一流,
西藏大学,505组,物理,不限,556,30313,本科批,拉萨,双一流,
西藏大学,506组,物理,不限,551,33984,本科批,拉萨,双一流,
中华女子学院,501组,物理,不限,514,67945,本科批,北京,普通本科,
中华女子学院,502组,物理,不限,522,59306,本科批,北京,普通本科,
北方工业大学,501组,物理,不限,490,96403,本科批,北京,双一流,
北方工业大学,502组,物理,不限,577,18474,本科批,北京,双一流,
北京印刷学院,501组,物理,不限,538,44409,本科批,北京,普通本科,
北京印刷学院,502组,物理,不限,532,49180,本科批,北京,普通本科,
北京建筑大学,501组,物理,不限,571,21207,本科批,北京,普通本科,
北京建筑大学,502组,物理,不限,550,34718,本科批,北京,普通本科,
北京建筑大学,561组(国家专项),物理,不限,565,24732,本科批,北京,普通本科,
北京建筑大学,562组(国家专项),物理,不限,523,58458,本科批,北京,普通本科,
北京石油化工学院,501组,物理,不限,535,47102,本科批,北京,普通本科,
北京物资学院,501组,物理,不限,522,59123,本科批,北京,普通本科,
北京物资学院,502组,物理,不限,549,35533,本科批,北京,普通本科,
北京信息科技大学,501组,物理,不限,584,15089,本科批,北京,普通本科,
北京信息科技大学,502组,物理,不限,556,30500,本科批,北京,普通本科,
北京信息科技大学,561组(国家专项),物理,不限,562,26509,本科批,北京,普通本科,
北京信息科技大学,562组(国家专项),物理,不限,573,20353,本科批,北京,普通本科,
首都经济贸易大学,501组,物理,不限,559,28791,本科批,北京,双一流,
首都经济贸易大学,502组,物理,不限,567,23529,本科批,北京,双一流,
北京工商大学,501组,物理,不限,560,28114,本科批,北京,双一流,
北京工商大学,502组,物理,不限,563,26120,本科批,北京,双一流,
北京工商大学,561组(国家专项),物理,不限,550,34813,本科批,北京,双一流,
北京工商大学,562组(国家专项),物理,不限,560,27965,本科批,北京,双一流,
北京联合大学,501组,物理,不限,538,44170,本科批,北京,普通本科,
北京联合大学,502组,物理,不限,543,40274,本科批,北京,普通本科,
北京联合大学,503组,物理,不限,562,26797,本科批,北京,普通本科,
中国劳动关系学院,501组,物理,不限,533,49057,本科批,北京,普通本科,
中国劳动关系学院,502组,物理,不限,530,51043,本科批,北京,普通本科,
北京城市学院,501组,物理,不限,474,117158,本科批,北京,普通本科,
防灾科技学院,501组,物理,不限,496,88384,本科批,唐山,普通本科,
防灾科技学院,502组,物理,不限,509,73390,本科批,唐山,普通本科,
防灾科技学院,503组,物理,不限,503,80434,本科批,唐山,普通本科,
防灾科技学院,561组(国家专项),物理,不限,513,69153,本科批,唐山,普通本科,
首都师范大学,501组,物理,不限,588,13247,本科批,北京,双一流,
天津工业大学,501组,物理,不限,553,32435,本科批,天津,双一流,
天津工业大学,502组,物理,不限,560,28217,本科批,天津,双一流,
天津工业大学,503组,物理,不限,577,18003,本科批,天津,双一流,
天津科技大学,501组,物理,不限,537,45271,本科批,天津,双一流,
天津科技大学,502组(机电软组),物理,不限,563,26255,本科批,天津,双一流,
天津科技大学,503组(生化环材组),物理,不限,531,50877,本科批,天津,双一流,
天津农学院,501组,物理,不限,487,100090,本科批,天津,普通本科,
天津农学院,502组,物理,不限,504,78787,本科批,天津,普通本科,
天津农学院,503组,物理,不限,467,127284,本科批,天津,普通本科,
天津职业技术师范大学,501组,物理,不限,495,90568,本科批,天津,普通本科,
天津职业技术师范大学,502组,物理,不限,501,82802,本科批,天津,普通本科,
天津外国语大学,501组,物理,不限,530,51031,本科批,天津,双一流,
天津外国语大学,502组,物理,不限,528,53450,本科批,天津,双一流,
天津外国语大学,503组,物理,不限,536,45976,本科批,天津,双一流,
天津外国语大学,504组,物理,不限,518,63416,本科批,天津,双一流,
天津外国语大学,505组,物理,不限,559,28786,本科批,天津,双一流,
天津外国语大学,506组,物理,不限,532,49321,本科批,天津,双一流,
天津外国语大学,561组(国家专项),物理,不限,513,69251,本科批,天津,双一流,
天津外国语大学,562组(国家专项),物理,不限,482,106333,本科批,天津,双一流,
天津商业大学,501组,物理,不限,504,78922,本科批,天津,普通本科,
天津商业大学,502组,物理,不限,515,66467,本科批,天津,普通本科,
天津商业大学,503组,物理,不限,536,45845,本科批,天津,普通本科,
天津商业大学,504组,物理,不限,500,83971,本科批,天津,普通本科,
天津中医药大学,501组,物理,含化学,573,20173,本科批,天津,双一流,
天津中医药大学,502组,物理,含化学,544,39350,本科批,天津,双一流,
天津中医药大学,503组,物理,含化学,554,32255,本科批,天津,双一流,
天津中医药大学,504组,物理,含化学,551,34171,本科批,天津,双一流,
天津中医药大学,505组,物理,含化学,536,46119,本科批,天津,双一流,
天津中医药大学,561组(国家专项),物理,含化学,529,52706,本科批,天津,双一流,
天津城建大学,501组,物理,不限,457,139964,本科批,天津,普通本科,
天津城建大学,503组,物理,不限,520,61350,本科批,天津,普通本科,
中国民航大学,501组,物理,不限,563,26235,本科批,天津,211/双一流,
中国民航大学,502组,物理,不限,568,22844,本科批,天津,211/双一流,
中国民航大学,561组(国家专项),物理,不限,567,23611,本科批,天津,211/双一流,
天津理工大学,502组,物理,不限,545,38272,本科批,天津,双一流,
天津理工大学,503组(计算机与电子信息类专业组),物理,不限,574,19881,本科批,天津,双一流,
天津理工大学,504组(机械与能源工程类专业组),物理,不限,538,44427,本科批,天津,双一流,
天津理工大学,505组(新材料与环境化工类组),物理,不限,556,30831,本科批,天津,双一流,
河北大学,501组,物理,不限,547,37073,本科批,保定,双一流,
河北大学,502组,物理,不限,552,33073,本科批,保定,双一流,
河北地质大学,501组,物理,不限,502,81244,本科批,石家庄,普通本科,
河北地质大学,502组,物理,不限,510,72293,本科批,石家庄,普通本科,
河北地质大学,503组,物理,不限,513,69245,本科批,石家庄,普通本科,
华北理工大学,501组,物理,不限,527,54570,本科批,唐山,双一流,
华北理工大学,502组,物理,不限,517,64379,本科批,唐山,双一流,
华北理工大学,503组,物理,不限,516,65473,本科批,唐山,双一流,
华北理工大学,504组,物理,不限,552,33004,本科批,唐山,双一流,
华北理工大学,505组,物理,不限,429,172066,本科批,唐山,双一流,
华北理工大学,506组,物理,不限,440,160298,本科批,唐山,双一流,
华北理工大学,507组,物理,不限,445,153559,本科批,唐山,双一流,
华北理工大学,508组,物理,不限,564,25242,本科批,唐山,双一流,
廊坊师范学院,501组,物理,不限,474,117899,本科批,廊坊,普通本科,
廊坊师范学院,502组,物理,不限,477,113453,本科批,廊坊,普通本科,
河北科技师范学院,501组,物理,不限,465,129748,本科批,秦皇岛,普通本科,
华北科技学院,501组,物理,不限,500,83365,本科批,廊坊,普通本科,
华北科技学院,502组,物理,不限,487,99965,本科批,廊坊,普通本科,
华北科技学院,561组(国家专项),物理,不限,515,66845,本科批,廊坊,普通本科,
河北经贸大学,501组,物理,不限,504,79439,本科批,石家庄,普通本科,
河北经贸大学,502组,物理,不限,500,83415,本科批,石家庄,普通本科,
河北经贸大学,503组,物理,不限,518,62744,本科批,石家庄,普通本科,
河北科技大学,501组,物理,不限,530,51832,本科批,石家庄,普通本科,
河北科技大学,502组,物理,不限,509,73676,本科批,石家庄,普通本科,
河北科技大学,503组,物理,不限,490,97041,本科批,石家庄,普通本科,
河北科技大学,504组,物理,不限,511,71050,本科批,石家庄,普通本科,
河北工程大学,501组,物理,不限,512,69538,本科批,邯郸,普通本科,
河北工程大学,502组,物理,不限,516,65812,本科批,邯郸,普通本科,
河北工程大学,503组,物理,不限,532,49922,本科批,邯郸,普通本科,
河北工程大学,504组,物理,不限,488,99136,本科批,邯郸,普通本科,
邢台学院,501组,物理,不限,476,115193,本科批,邢台,普通本科,
邯郸学院,501组,物理,不限,473,119166,本科批,邯郸,普通本科,
北华航天工业学院,501组,物理,不限,523,58378,本科批,廊坊,普通本科,
河北建筑工程学院,501组,物理,不限,477,113373,本科批,张家口,普通本科,
河北建筑工程学院,502组,物理,不限,490,96758,本科批,张家口,普通本科,
河北医科大学,501组,物理,含化学,545,38204,本科批,石家庄,双一流,
河北医科大学,502组,物理,含化学,568,23136,本科批,石家庄,双一流,
河北医科大学,503组,物理,含化学,517,64176,本科批,石家庄,双一流,
唐山师范学院,501组,物理,不限,474,117764,本科批,唐山,普通本科,
唐山师范学院,502组,物理,不限,480,109733,本科批,唐山,普通本科,
承德医学院,501组,物理,不限,548,36172,本科批,承德,普通本科,
承德医学院,502组,物理,不限,485,103416,本科批,承德,普通本科,
衡水学院,501组,物理,不限,490,95869,本科批,衡水,普通本科,
河北传媒学院,501组,物理,不限,460,136220,本科批,石家庄,普通本科,
河北北方学院,501组,物理,不限,514,67122,本科批,张家口,普通本科,
河北北方学院,502组,物理,不限,474,117937,本科批,张家口,普通本科,
保定学院,501组,物理,不限,495,90661,本科批,保定,普通本科,
河北中医药大学,501组,物理,含化学,517,64109,本科批,石家庄,普通本科,
河北中医药大学,502组,物理,含化学,515,66286,本科批,石家庄,普通本科,
河北中医药大学,503组,物理,含化学,506,76640,本科批,石家庄,普通本科,
河北中医药大学,504组,物理,含化学,503,80236,本科批,石家庄,普通本科,
沧州师范学院,501组,物理,不限,479,111010,本科批,沧州,普通本科,
河北农业大学,501组,物理,不限,515,66177,本科批,保定,211/双一流,
河北农业大学,502组,物理,不限,490,96439,本科批,保定,211/双一流,
河北农业大学,503组,物理,不限,499,84515,本科批,保定,211/双一流,
河北农业大学,504组,物理,不限,488,98810,本科批,保定,211/双一流,
河北农业大学,505组,物理,不限,511,71495,本科批,保定,211/双一流,
河北科技工程职业技术大学,501组,物理,不限,477,113217,本科批,邢台,普通本科,
河北科技工程职业技术大学,502组,物理,不限,469,123795,本科批,邢台,普通本科,
河北工业职业技术大学,501组,物理,不限,489,97799,本科批,石家庄,普通本科,
河北工业职业技术大学,502组,物理,不限,505,77377,本科批,石家庄,普通本科,
河北工业职业技术大学,503组,物理,不限,485,103277,本科批,石家庄,普通本科,
河北工业职业技术大学,504组,物理,不限,489,98064,本科批,石家庄,普通本科,
河北工业职业技术大学,505组,物理,不限,481,107635,本科批,石家庄,普通本科,
河北工业职业技术大学,506组,物理,不限,480,109383,本科批,石家庄,普通本科,
河北工业职业技术大学,507组,物理,不限,469,123704,本科批,石家庄,普通本科,
河北工业职业技术大学,508组,物理,不限,475,115524,本科批,石家庄,普通本科,
河北工业职业技术大学,509组,物理,不限,469,124388,本科批,石家庄,普通本科,
河北工业职业技术大学,50组,物理,不限,475,116520,本科批,石家庄,普通本科,
河北工业职业技术大学,50组,物理,不限,495,90446,本科批,石家庄,普通本科,
石家庄学院,501组,物理,不限,499,84577,本科批,石家庄,普通本科,
山西大学,501组,物理,不限,550,34857,本科批,太原,双一流,
山西大学,502组,物理,不限,548,36255,本科批,太原,双一流,
太原科技大学,501组,物理,不限,513,68301,本科批,太原,普通本科,
太原科技大学,502组,物理,不限,528,52925,本科批,太原,普通本科,
中北大学,501组,物理,不限,541,41964,本科批,太原,985/211/双一流,
中北大学,502组,物理,不限,564,25268,本科批,太原,985/211/双一流,
太原工业学院,501组,物理,不限,507,76022,本科批,太原,普通本科,
太原工业学院,502组,物理,不限,477,113817,本科批,太原,普通本科,
山西农业大学,501组,物理,不限,481,107819,本科批,太原,双一流,
