院校名称,专业组,首选科目,再选要求,投档最低分,最低位次,批次,城市,院校层次,代表专业
三峡大学科技学院,101组,历史,不限,510,31719,本科批,宜昌,普通本科,
武汉东湖学院,101组,历史,不限,501,37406,本科批,武汉,普通本科,
武汉传媒学院,101组,历史,不限,501,37443,本科批,武汉,普通本科,
武昌首义学院,101组,历史,不限,505,34651,本科批,武汉,普通本科,
武汉工商学院,101组,历史,不限,505,34757,本科批,武汉,普通本科,
长江大学文理学院,101组,历史,不限,507,33234,本科批,荆州,普通本科,
长江大学文理学院,102组,历史,不限,506,34277,本科批,荆州,普通本科,
长江大学文理学院,103组,历史,不限,517,27708,本科批,荆州,普通本科,
武汉晴川学院,101组,历史,不限,501,37610,本科批,武汉,普通本科,
湖北师范大学文理学院,101组,历史,不限,508,32593,本科批,黄石,普通本科,
荆州学院,101组,历史,不限,502,36530,本科批,荆州,普通本科,
湖南科技大学潇湘学院,101组,历史,不限,516,27857,本科批,湘潭,普通本科,
湘潭理工学院,101组,历史,不限,502,36584,本科批,湘潭,普通本科,
南华大学船山学院,101组,历史,不限,517,27566,本科批,衡阳,普通本科,
湖南农业大学东方科技学院,101组,历史,不限,516,28318,本科批,长沙,普通本科,
常德学院,101组,历史,不限,511,30900,本科批,常德,普通本科,
常德学院,102组,历史,不限,513,29738,本科批,常德,普通本科,
衡阳师范学院南岳学院,101组,历史,不限,514,29276,本科批,衡阳,普通本科,
湖南工程学院应用技术学院,101组,历史,不限,513,29917,本科批,湘潭,普通本科,
张家界学院,101组,历史,不限,498,39302,本科批,张家界,普通本科,
张家界学院,102组,历史,不限,486,47572,本科批,张家界,普通本科,
中南林业科技大学涉外学院,101组,历史,不限,514,29326,本科批,长沙,普通本科,
岳阳学院,101组,历史,不限,500,38301,本科批,岳阳,普通本科,
岳阳学院,109组,历史,不限,508,32520,本科批,岳阳,普通本科,
广州应用科技学院,101组,历史,不限,501,37527,本科批,广州,普通本科,
广州商学院,101组,历史,不限,526,22722,本科批,广州,普通本科,
珠海科技学院,101组,历史,不限,513,30079,本科批,珠海,普通本科,
东莞城市学院,101组,历史,不限,495,41004,本科批,东莞,普通本科,
广州华立学院,101组,历史,不限,496,40718,本科批,广州,普通本科,
广州华立学院,102组,历史,不限,497,40256,本科批,广州,普通本科,
广州城市理工学院,101组,历史,不限,497,39710,本科批,广州,普通本科,
广东外语外贸大学南国商学院,101组,历史,不限,502,36645,本科批,广州,普通本科,
广州华商学院,101组,历史,不限,496,40337,本科批,广州,普通本科,
广州理工学院,101组,历史,不限,496,40919,本科批,广州,普通本科,
广州软件学院,101组,历史,不限,495,41266,本科批,广州,普通本科,
广州南方学院,101组,历史,不限,511,30954,本科批,广州,普通本科,
广东培正学院,101组,历史,不限,493,42457,本科批,广州,普通本科,
广东白云学院,101组,历史,不限,498,39579,本科批,广州,普通本科,
广州新华学院,101组,历史,不限,496,40593,本科批,广州,普通本科,
广州新华学院,102组,历史,不限,490,44807,本科批,广州,普通本科,
广州工商学院,101组,历史,不限,488,45618,本科批,广州,普通本科,
湛江科技学院,101组,历史,不限,500,38183,本科批,湛江,普通本科,
桂林学院,101组,历史,不限,498,39059,本科批,桂林,普通本科,
桂林信息科技学院,101组,历史,不限,490,44312,本科批,桂林,普通本科,
柳州工学院,101组,历史,不限,494,41628,本科批,柳州,普通本科,
南宁理工学院,101组,历史,不限,494,41713,本科批,南宁,普通本科,
南宁理工学院,102组,历史,不限,503,35977,本科批,南宁,普通本科,
广西民族大学相思湖学院,101组,历史,不限,499,38597,本科批,桂林,普通本科,
南宁师范大学师园学院,101组,历史,不限,509,32330,本科批,南宁,普通本科,
三亚学院,101组,历史,不限,486,47572,本科批,三亚,普通本科,
三亚学院,102组,历史,不限,486,47572,本科批,三亚,普通本科,
三亚学院,103组,历史,不限,486,47572,本科批,三亚,普通本科,
三亚学院,104组,历史,不限,486,47572,本科批,三亚,普通本科,
三亚学院,105组,历史,不限,487,46569,本科批,三亚,普通本科,
重庆外语外事学院,101组,历史,不限,502,36854,本科批,重庆,普通本科,
重庆对外经贸学院,101组,历史,不限,505,34533,本科批,重庆,普通本科,
重庆财经学院,101组,历史,不限,516,28046,本科批,重庆,普通本科,
重庆工商大学派斯学院,101组,历史,不限,506,34019,本科批,重庆,普通本科,
重庆移通学院,101组,历史,不限,503,35766,本科批,重庆,普通本科,
四川警察学院,101组,历史,不限,568,7347,本科批,成都,普通本科,
成都理工大学工程技术学院,101组,历史,不限,510,31319,本科批,乐山,普通本科,
电子科技大学成都学院,101组,历史,不限,506,34127,本科批,成都,普通本科,
四川工商学院,101组,历史,不限,511,31138,本科批,成都,普通本科,
四川传媒学院,101组,历史,不限,503,35760,本科批,成都,普通本科,
四川传媒学院,102组,历史,不限,502,36963,本科批,成都,普通本科,
成都银杏酒店管理学院,101组,历史,不限,500,38063,本科批,成都,普通本科,
成都外国语学院,101组,历史,不限,502,36877,本科批,成都,普通本科,
西南财经大学天府学院,101组,历史,不限,510,31748,本科批,成都,普通本科,
西南财经大学天府学院,102组,历史,不限,511,30898,本科批,成都,普通本科,
四川大学锦江学院,101组,历史,不限,506,33895,本科批,眉山,普通本科,
四川文化艺术学院,101组,历史,不限,500,38037,本科批,绵阳,普通本科,
成都东软学院,101组,历史,不限,501,37076,本科批,成都,普通本科,
成都锦城学院,101组,历史,不限,508,32646,本科批,成都,普通本科,
成都锦城学院,102组,历史,不限,506,33910,本科批,成都,普通本科,
西京学院,101组,历史,不限,497,40292,本科批,西安,普通本科,
西京学院,102组,历史,不限,498,39211,本科批,西安,普通本科,
西京学院,103组,历史,不限,493,42546,本科批,西安,普通本科,
西安培华学院,101组,历史,不限,501,37141,本科批,西安,普通本科,
西安培华学院,102组,历史,不限,503,35714,本科批,西安,普通本科,
西安外事学院,101组,历史,不限,491,44075,本科批,西安,普通本科,
西安汽车职业大学,101组,历史,不限,486,47572,本科批,西安,专科,
重庆机电职业技术大学,101组,历史,不限,503,35803,本科批,重庆,专科,
重庆工程学院,101组,历史,不限,509,31893,本科批,重庆,普通本科,
绵阳城市学院,101组,历史,不限,505,34628,本科批,绵阳,普通本科,
贵州黔南经济学院,101组,历史,不限,500,37873,本科批,都匀,普通本科,
贵阳人文科技学院,101组,历史,不限,504,35619,本科批,贵阳,普通本科,
贵阳信息科技学院,101组,历史,不限,501,37088,本科批,贵阳,普通本科,
滇池学院,101组,历史,不限,507,33416,本科批,昆明,普通本科,
丽江文化旅游学院,101组,历史,不限,496,40459,本科批,丽江,普通本科,
昆明城市学院,101组,历史,不限,503,36321,本科批,昆明,普通本科,
昆明医科大学海源学院,101组,历史,不限,508,32533,本科批,昆明,普通本科,
昆明文理学院,101组,历史,不限,500,37952,本科批,昆明,普通本科,
昆明理工大学津桥学院,101组,历史,不限,501,37492,本科批,昆明,普通本科,
西安建筑科技大学华清学院,101组,历史,不限,494,42169,本科批,西安,普通本科,
西北大学现代学院,101组,历史,不限,486,47572,本科批,西安,普通本科,
西北大学现代学院,102组,历史,不限,497,40221,本科批,西安,普通本科,
西安科技大学高新学院,101组,历史,不限,492,43535,本科批,西安,普通本科,
西安明德理工学院,101组,历史,不限,490,44628,本科批,西安,普通本科,
西安财经大学行知学院,101组,历史,不限,498,39115,本科批,西安,普通本科,
陕西国际商贸学院,101组,历史,不限,493,42268,本科批,咸阳,普通本科,
兰州博文科技学院,101组,历史,不限,499,38582,本科批,兰州,普通本科,
贵州黔南科技学院,101组,历史,不限,501,37201,本科批,都匀,普通本科,
