学校ID,学校名称,年份,录取批次,招生类型,专业组,选科要求,最低分,最低位次,专业名称,专业最低分,专业最低位次,数据来源URL
62,郑州大学河南郑州市,,,,,首选物理，再选化学,,,电子信息类（电子信息工程、通信工程）,599,9127,https://www.gaokao.cn/school/62/provinceline?fromcoop=bdkp
62,郑州大学河南郑州市,,,,,首选物理，再选化学,,,计算机科学与技术（不招单色识别不全考生）,598,9468,https://www.gaokao.cn/school/62/provinceline?fromcoop=bdkp
62,郑州大学河南郑州市,,,,,首选物理，再选化学,,,自动化类（电气工程及其自动化、自动化）,595,10589,https://www.gaokao.cn/school/62/provinceline?fromcoop=bdkp
62,郑州大学河南郑州市,,,,,首选物理，再选化学,,,物理学类（物理学、电子科学与技术、测控技术与仪器）,590,12338,https://www.gaokao.cn/school/62/provinceline?fromcoop=bdkp
62,郑州大学河南郑州市,,,,,首选物理，再选化学,,,口腔医学（不招色盲、色弱、单色识别不全考生）,590,12573,https://www.gaokao.cn/school/62/provinceline?fromcoop=bdkp
63,合肥工业大学安徽合肥市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,588,13112,,,,https://www.gaokao.cn/school/63/provinceline?fromcoop=bdkp
63,合肥工业大学安徽合肥市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,567,23636,,,,https://www.gaokao.cn/school/63/provinceline?fromcoop=bdkp
63,合肥工业大学安徽合肥市,2025,本科批,国家专项,专业组（562）,首选物理，再选化学,571,21539,,,,https://www.gaokao.cn/school/63/provinceline?fromcoop=bdkp
63,合肥工业大学安徽合肥市,2025,本科批,中外合作办学,专业组（502）,首选物理，再选不限,568,23308,,,,https://www.gaokao.cn/school/63/provinceline?fromcoop=bdkp
63,合肥工业大学安徽合肥市,2025,高校专项计划批,高校专项计划,专业组（504）,首选物理，再选化学,560,28237,,,,https://www.gaokao.cn/school/63/provinceline?fromcoop=bdkp
63,合肥工业大学安徽合肥市,,,,,首选物理，再选化学,,,计算机科学与技术（专业体检要求详见《合肥工业大学2025年全日制普通本科招生章程》）,609,6343,https://www.gaokao.cn/school/63/provinceline?fromcoop=bdkp
63,合肥工业大学安徽合肥市,,,,,首选物理，再选化学,,,集成电路设计与集成系统,609,6160,https://www.gaokao.cn/school/63/provinceline?fromcoop=bdkp
63,合肥工业大学安徽合肥市,,,,,首选物理，再选化学,,,电气工程及其自动化,608,6574,https://www.gaokao.cn/school/63/provinceline?fromcoop=bdkp
63,合肥工业大学安徽合肥市,,,,,首选物理，再选化学,,,机械设计制造及其自动化（创新实验班）,608,6511,https://www.gaokao.cn/school/63/provinceline?fromcoop=bdkp
63,合肥工业大学安徽合肥市,,,,,首选物理，再选化学,,,电子信息工程（专业体检要求详见《合肥工业大学2025年全日制普通本科招生章程》）,607,6675,https://www.gaokao.cn/school/63/provinceline?fromcoop=bdkp
64,山东医药大学山东烟台市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,551,34029,,,,https://www.gaokao.cn/school/64/provinceline?fromcoop=bdkp
64,山东医药大学山东烟台市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,508,73900,,,,https://www.gaokao.cn/school/64/provinceline?fromcoop=bdkp
64,山东医药大学山东烟台市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,485,103253,,,,https://www.gaokao.cn/school/64/provinceline?fromcoop=bdkp
64,山东医药大学山东烟台市,,,,,首选物理，再选化学,,,临床医学（不招色盲、色弱考生）,551,34029,https://www.gaokao.cn/school/64/provinceline?fromcoop=bdkp
64,山东医药大学山东烟台市,,,,,首选物理，再选不限,,,信息管理与信息系统（滨州校区）,508,73900,https://www.gaokao.cn/school/64/provinceline?fromcoop=bdkp
64,山东医药大学山东烟台市,,,,,首选物理，再选化学,,,药学（不招色盲、色弱考生）,485,103253,https://www.gaokao.cn/school/64/provinceline?fromcoop=bdkp
65,德州学院山东德州市,2025,本科批,普通类,专业组（501）,首选物理，再选化学,506,76272,,,,https://www.gaokao.cn/school/65/provinceline?fromcoop=bdkp
65,德州学院山东德州市,,,,,首选物理，再选化学,,,电子信息工程,508,74238,https://www.gaokao.cn/school/65/provinceline?fromcoop=bdkp
65,德州学院山东德州市,,,,,首选物理，再选化学,,,化学工程与工艺,506,76272,https://www.gaokao.cn/school/65/provinceline?fromcoop=bdkp
66,中国科学技术大学安徽合肥市,2025,本科批,普通类,专业组（501）,首选物理，再选化学,656,365,,,,https://www.gaokao.cn/school/66/provinceline?fromcoop=bdkp
66,中国科学技术大学安徽合肥市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,653,473,,,,https://www.gaokao.cn/school/66/provinceline?fromcoop=bdkp
66,中国科学技术大学安徽合肥市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,652,517,,,,https://www.gaokao.cn/school/66/provinceline?fromcoop=bdkp
66,中国科学技术大学安徽合肥市,2025,本科批,国家专项,专业组（561）,首选物理，再选化学,640,1231,,,,https://www.gaokao.cn/school/66/provinceline?fromcoop=bdkp
66,中国科学技术大学安徽合肥市,,,,,首选物理，再选化学,,,量子信息科学（未来技术学院）（教育部首批未来技术学院，中国科学院基础和前沿交叉学科贯通培养工程实施基地。含量子信息科技英才班，依托合肥国家实验室、合肥微尺度物质科学国家研究中心、量子信息与量子科技前沿协同创新中心等国家与省部级科研平台，创新培养未来科技创新领军人才）,658,323,https://www.gaokao.cn/school/66/provinceline?fromcoop=bdkp
66,中国科学技术大学安徽合肥市,,,,,首选物理，再选化学,,,工科试验班（计算机）（计算机类、计算机类（华夏计算机科技英才班））,657,344,https://www.gaokao.cn/school/66/provinceline?fromcoop=bdkp
66,中国科学技术大学安徽合肥市,,,,,首选物理，再选化学,,,理科试验班类（拔尖计划科技英才班）（物理学类（严济慈物理科技英才班））,656,365,https://www.gaokao.cn/school/66/provinceline?fromcoop=bdkp
66,中国科学技术大学安徽合肥市,,,,,首选物理，再选化学,,,工科试验班（电子信息）（电子信息类、电子信息类（信息科技英才班）、人工智能、电子信息类（集成电路科技英才班））,656,377,https://www.gaokao.cn/school/66/provinceline?fromcoop=bdkp
66,中国科学技术大学安徽合肥市,,,,,首选物理，再选化学,,,理科试验班类（数学）（数学类、数学类（华罗庚数学科技英才班））,655,409,https://www.gaokao.cn/school/66/provinceline?fromcoop=bdkp
67,安徽大学安徽合肥市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,590,12511,,,,https://www.gaokao.cn/school/67/provinceline?fromcoop=bdkp
67,安徽大学安徽合肥市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,577,18123,,,,https://www.gaokao.cn/school/67/provinceline?fromcoop=bdkp
67,安徽大学安徽合肥市,,,,,首选物理，再选化学,,,电子信息工程,602,8323,https://www.gaokao.cn/school/67/provinceline?fromcoop=bdkp
67,安徽大学安徽合肥市,,,,,首选物理，再选化学,,,集成电路设计与集成系统,601,8545,https://www.gaokao.cn/school/67/provinceline?fromcoop=bdkp
67,安徽大学安徽合肥市,,,,,首选物理，再选化学,,,电子封装技术,597,9995,https://www.gaokao.cn/school/67/provinceline?fromcoop=bdkp
67,安徽大学安徽合肥市,,,,,首选物理，再选化学,,,网络工程,596,10345,https://www.gaokao.cn/school/67/provinceline?fromcoop=bdkp
67,安徽大学安徽合肥市,,,,,首选物理，再选化学,,,人工智能,596,10387,https://www.gaokao.cn/school/67/provinceline?fromcoop=bdkp
68,安徽理工大学安徽淮南市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,523,58012,,,,https://www.gaokao.cn/school/68/provinceline?fromcoop=bdkp
68,安徽理工大学安徽淮南市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,511,71384,,,,https://www.gaokao.cn/school/68/provinceline?fromcoop=bdkp
68,安徽理工大学安徽淮南市,2025,本科批,中外合作,专业组（502）,首选物理，再选化学,525,56652,,,,https://www.gaokao.cn/school/68/provinceline?fromcoop=bdkp
68,安徽理工大学安徽淮南市,,,,,首选物理，再选化学,,,电气工程及其自动化,572,20772,https://www.gaokao.cn/school/68/provinceline?fromcoop=bdkp
68,安徽理工大学安徽淮南市,,,,,首选物理，再选化学,,,计算机科学与技术,568,23330,https://www.gaokao.cn/school/68/provinceline?fromcoop=bdkp
68,安徽理工大学安徽淮南市,,,,,首选物理，再选化学,,,自动化,567,23826,https://www.gaokao.cn/school/68/provinceline?fromcoop=bdkp
68,安徽理工大学安徽淮南市,,,,,首选物理，再选化学,,,电子信息工程,565,24640,https://www.gaokao.cn/school/68/provinceline?fromcoop=bdkp
68,安徽理工大学安徽淮南市,,,,,首选物理，再选化学,,,机械设计制造及其自动化,564,25651,https://www.gaokao.cn/school/68/provinceline?fromcoop=bdkp
70,安徽农业大学安徽合肥市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,528,52858,,,,https://www.gaokao.cn/school/70/provinceline?fromcoop=bdkp
70,安徽农业大学安徽合肥市,2025,本科批,普通类,专业组（503）,首选物理，再选生物,526,54792,,,,https://www.gaokao.cn/school/70/provinceline?fromcoop=bdkp
70,安徽农业大学安徽合肥市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,521,60200,,,,https://www.gaokao.cn/school/70/provinceline?fromcoop=bdkp
70,安徽农业大学安徽合肥市,,,,,首选物理，再选化学,,,电气工程及其自动化,540,42477,https://www.gaokao.cn/school/70/provinceline?fromcoop=bdkp
70,安徽农业大学安徽合肥市,,,,,首选物理，再选化学,,,应用统计学,537,45364,https://www.gaokao.cn/school/70/provinceline?fromcoop=bdkp
70,安徽农业大学安徽合肥市,,,,,首选物理，再选化学,,,食品科学与工程,531,50829,https://www.gaokao.cn/school/70/provinceline?fromcoop=bdkp
70,安徽农业大学安徽合肥市,,,,,首选物理，再选化学,,,茶学,529,52050,https://www.gaokao.cn/school/70/provinceline?fromcoop=bdkp
70,安徽农业大学安徽合肥市,,,,,首选物理，再选不限,,,物流工程,528,52858,https://www.gaokao.cn/school/70/provinceline?fromcoop=bdkp
71,济南大学山东济南市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,529,52764,,,,https://www.gaokao.cn/school/71/provinceline?fromcoop=bdkp
71,济南大学山东济南市,2025,本科批,普通类,专业组（502）,首选物理，再选不限,502,80960,,,,https://www.gaokao.cn/school/71/provinceline?fromcoop=bdkp
71,济南大学山东济南市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,497,88147,,,,https://www.gaokao.cn/school/71/provinceline?fromcoop=bdkp
71,济南大学山东济南市,2025,本科批,国家专项,专业组（562）,首选物理，再选化学,525,55795,,,,https://www.gaokao.cn/school/71/provinceline?fromcoop=bdkp
71,济南大学山东济南市,2025,本科批,国家专项,专业组（561）,首选物理，再选不限,487,100443,,,,https://www.gaokao.cn/school/71/provinceline?fromcoop=bdkp
